condition,cosine_distance_to_centroid
history_paper,0.030267936495874004
history_paper,0.04508061515781103
history_paper,0.11245377014843971
history_paper,0.03362167925784032
history_paper,0.17553252043833312
history_paper,0.07349343996911628
history_paper,0.03149648321994958
history_paper,0.03464331364944784
history_paper,0.02994913854392811
history_paper,0.04508061515781103
history_paper,0.035833021982282665
history_paper,0.08307799585039799
history_paper,0.035833021982282665
history_paper,0.08307799585039799
mindfulness_external,0.09314883467882007
mindfulness_external,0.09614776414936865
