sae_key,model_kind,site,layer,width,construct,selected_feature_ids,discovery_contrast,selection_contrast,confirmation_contrast,reconstruction_fvu
pt_res_l6_w16384,pretrained_sae_on_instruction_model,residual_post,6,16384,deception_roleplay,1115|7143|11864|4540|3510|12260,0.30852053981167654,0.26902831019833684,0.282956679041187,0.2257273584043141
pt_res_l6_w16384,pretrained_sae_on_instruction_model,residual_post,6,16384,hedging_refusal,342|15525|3874|811|8978|4252,0.37363216808686656,0.2646997986206164,0.2744794822453211,0.2257273584043141
pt_res_l6_w16384,pretrained_sae_on_instruction_model,residual_post,6,16384,subjective_self_report,6999|1713|6073|8615|8332|15591,0.18036506713785153,0.113825723528862,0.15101625244521225,0.2257273584043141
pt_res_l7_w16384,pretrained_sae_on_instruction_model,residual_post,7,16384,deception_roleplay,11393|14447|10082|3333|5976|13264,0.29795016658802825,0.26753048164149124,0.2605933813999097,0.2393976483192058
pt_res_l7_w16384,pretrained_sae_on_instruction_model,residual_post,7,16384,hedging_refusal,9406|1123|1976|8293|9621|7552,0.36985021363943815,0.24275883481216926,0.26736785083388287,0.2393976483192058
pt_res_l7_w16384,pretrained_sae_on_instruction_model,residual_post,7,16384,subjective_self_report,9406|10042|3096|1418|9621|4326,0.26301799058395164,0.19512406884071729,0.23406490640869984,0.2393976483192058
pt_res_l8_w16384,pretrained_sae_on_instruction_model,residual_post,8,16384,deception_roleplay,11393|4971|6017|13216|13208|16294,0.34326340537518263,0.29329664694766205,0.298424353202184,0.24717165823345583
pt_res_l8_w16384,pretrained_sae_on_instruction_model,residual_post,8,16384,hedging_refusal,7664|6308|15606|7250|1168|2057,0.3380192790743119,0.25462493308198947,0.27824817846218747,0.24717165823345583
pt_res_l8_w16384,pretrained_sae_on_instruction_model,residual_post,8,16384,subjective_self_report,6142|10105|7664|5969|8371|3587,0.22410247133423883,0.20562339201569557,0.23876960451404255,0.24717165823345583
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,deception_roleplay,2416|14467|15652|4126|11058|14900,0.44716078516406316,0.3743016201381882,0.38914917044652003,0.28063072698989844
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,hedging_refusal,8142|7586|1611|15606|10204|9025,0.37149738549487665,0.249894810297216,0.2692301149169604,0.28063072698989844
pt_res_l9_w16384,pretrained_sae_on_instruction_model,residual_post,9,16384,subjective_self_report,4658|13214|4637|8142|2308|10241,0.2273605438337351,0.2681589376879856,0.268491501842315,0.28063072698989844
